problem_id,url,snippet,experiment,present_in_last_experiment,unique_id,line,date_found,analysis_results,detector_rule,summary,more_info,intended_behavior,triage,problem_description,FP_reason,manifestation,status,added_to_test_suite,IDEA,date_reported,API_usage,link_to_issue,developer_reaction,developer comment,component,known_before
06_23d6b0_22,https://github.com/ahmedkfu2020/-/blob/a205805a9dfaef2f8cb2ff0645c597b1b119747c/ahmed23_2.py,"for i in range(1,12):
    # quantum circuit with one qubit and one bit
    qreg =  QuantumRegister(1) 
    creg = ClassicalRegister(1) 
    mycircuit = QuantumCircuit(qreg,creg)
    # the stream of length i
    for j in range(i):
        mycircuit.ry(2*theta,qreg[0]) # apply one rotation for each symbol
    mycircuit.measure(qreg[0],creg[0])",exp_v06,FALSE,ahmed23_2_23d6b0,22,7-mar-23,codeql_2023-03-06_13-18-30,ql-double-measurement,"The current setup doesn't consider circuits initialization along the control flow path. Leading to false positives. IDEA: keep only warnings without circuit initialization along the path, get inspired by sanitization.",,,FP,,,,,yes," keep only warnings without circuit initialization along the path, get inspired by sanitization.",,mid-circuit measurements,,,,,
06_197312_9,https://github.com/utzb/ceq/blob/91699cabea3910be2d20c850173a64c1a1607658/src/main.py,"N = 6 
qc = QuantumCircuit(N)  # it correctly detects it has 6 bits
qc.x(range(0, N))
qc.h(range(0, N))
",exp_v06,,main_197312,9,7-mar-23,codeql_2023-03-06_13-18-32,ql-oversized-circuit,"The modelling doesn't support the addition of gate with a range, meaning that all bits should get the same gate assigned in parallel. IDEA: support qc.h(range(0,c)) parallel addition.",,,FP,Modeling limitation: Gate with range args,,,,," support qc.h(range(0,c)) parallel addition.",,gate addition in parallel,,,,,
06_93ae72_7,https://github.com/masosky/qiskit_basics/blob/a207f673078013ddbcee193f545936250bae7a8a/opeanQSAM_backend.py,"circ = QuantumCircuit(3)
circ.h(0)
circ.cx(0, 1)
circ.cx(0, 2)
meas = QuantumCircuit(3, 3)
meas.barrier(range(3))
meas.measure(range(3), range(3))
qc = meas.compose(circ, range(3), front=True)",exp_v06,,opeanqsam_backend_93ae72,7,7-mar-23,codeql_2023-03-06_13-18-37,ql-unmeasurable-qubits,"The check of the unmeasurable qubits doesn't consider that the circuit might be part of a bigger circuit, thus the warning should be raised only if the final circuit has unmeasurable qubits. IDEA: improve the detector by raising the warning only if the circuit is not subcircuit.",,The circuit is used as subcircuit of another one with classical bits.,FP,Unforeseeable circuit usage,,,,yes, improve the detector by raising the warning only if the circuit is not subcircuit.,,compose,,,,,
06_ccbb30_44,https://github.com/physicalattraction/quantum-computing-tutorial/blob/bbeb8a86cb8ae06bd8072505d826a3eec6ce861a/src/qiskit_1_3_representing_qubit_states.py,"def draw_bloch_spheres():
    qc = QuantumCircuit(1)
    states = [ [1, 0], [0, 1],[1, 1], [1, -1j], [1j, 1],]
    for state in states:
        qc.initialize(normalize(state))
        draw_quantum_circuit(qc, draw_unitary=False)
",exp_v06,,qiskit_1_3_representing_qubit_states_ccbb30,44,7-mar-23,codeql_2023-03-06_13-18-39,ql-unmeasurable-qubits,"The circuit is created for simulation/plotting, thus they use qc.initialize() call. IDEA: We should model the initialize as an action on all the qubits perhaps. If we want to handle this case.",,Plotting intent.,FP,Query Limitation: not consider statevector inspection intent,,,,, We should model the initialize as an action on all the qubits perhaps. If we want to handle this case.,,simulation / initialization,,,,,
06_ebf3ee_23,https://github.com/BenWhiteside/Quantum/blob/9ae1de847d4632279222c091d69a0b570ab43333/testSuperDenseCoding3.py,"from qiskit import QuantumCircuit as qc
circuit = qc(q, c)  # QLINT: detected correcly as a Quantum circuit
def create_bell_pair(qc, q, q0, q1):
    qc.h(q[q0])  # Apply a Hadamard to the first qubit.
    qc.cx(q[q0], q[q1])  # Apply a CNOT, controlled on the first qubit.
create_bell_pair(circuit, q, 0, 1)
circuit.barrier()",exp_v06,,testsuperdensecoding3_ebf3ee,23,7-mar-23,codeql_2023-03-06_13-18-35,ql-oversized-circuit,"The modeling doesn't consider when the gates are added in subroutines. IDEA: consider subroutines by creating a connection between the local variable of a function and the circuit global variable, when the circuit is used in the respective function, use it transitively.",The modeling doesn't consider when the gates are added in subroutines.,Bell pair creation.,FP,Modeling limitation: gate added in subroutines,,,,," consider subroutines by creating a connection between the local variable of a function and the circuit global variable, when the circuit is used in the respective function, use it transitively.",,subroutines to add gates,,,,,
06_7b998a_11,https://github.com/J2304789/Quantum-Random-Number-Generator/blob/dd751ffb653b88fdf4610ea3a5ba54e4efb5caa9/Python_Quantum_Random_Number_Generator/Python_Quantum_Number_Generator_1-6_QASM.py,"qc=QuantumCircuit(3,3)
for i in range(0,3):
    qc.h(i)",exp_v06,FALSE,python_quantum_number_generator_1_6_qasm_7b998a,11,7-mar-23,codeql_2023-03-06_13-18-34,ql-oversized-circuit,"Due to modeling limitations, the gates added in a loop at the i position are invisible. IDEA: model an addition of a gate to the i-th position as an additon of a gate at any position in the range of i. OPTION 2: loop unroling in python, before codeql.",,,FP,,,,,," model an addition of a gate to the i-th position as an additon of a gate at any position in the range of i. OPTION 2: loop unroling in python, before codeql.",,unused bits,,,,,
06_7e5ff0_74,https://github.com/qiskit-community/qiskit-qec/blob/9fc029d9656ab8fae8b253fe7b2f069e63075b21/tests/error_propagator/test_pyerrorpropagator.py,"def test_load_multiregister_circuit(self):
        """"""Test loading another circuit.""""""
        qrega = QuantumRegister(2, ""qra"")
        qregb = QuantumRegister(1, ""qrb"")
        crega = ClassicalRegister(3)
        qc = QuantumCircuit(qrega, qregb, crega)
        qc.h(qrega[0])
        qc.cx(qrega[0], qrega[1])
        qc.cx(qrega[1], qregb[0])
        qc.i(qrega[0])
        qc.measure(qrega[0], crega[0])  # DIFFERENT REGISTER NAME
        qc.measure(qrega[1], crega[1])
        qc.measure(qregb[0], crega[2])",exp_v06,FALSE,test_pyerrorpropagator_7e5ff0,74,8-mar-23,codeql_2023-03-08_15-15-36,ql-double-measurement,"The alarm on the double measurement is triggered because they use the same qubit index, but indeed they refer to two different registers. IDEA: use the QubitUsed abstraction to reduce the FP.",,,FP,,,,,, use the QubitUsed abstraction to reduce the FP.,,measure,,,,,
06_f0be4f_994,https://github.com/hugelaopo/qcnn-public/blob/ec1dabcfce01ecedbfa0b85addc0d5c3135e3d29/test_multiprocess4g1.py,"qr6 = QuantumRegister(6)
cr6 = ClassicalRegister(1)
qc6 = QuantumCircuit(qr6, cr6)
theta6 = []
for i in range(5):
...",exp_v06,FALSE,test_multiprocess4g1_f0be4f,994,9-mar-23,codeql_2023-03-08_15-15-36,ql-oversized-circuit,Even with loop unrolling all the qubits are used at list one.,,,FP,,,,,,#N/A,,unused bits,,,,,
06_f1eb3b_67,https://github.com/boyesjo/tma4500/blob/41c56c2cd29e3763832334701fd2c676f2cb4bc8/code/iris_multiclass/vqc.py,"from qiskit_machine_learning.algorithms.classifiers import VQC
qi = QuantumInstance(backend=Aer.get_backend(""aer_simulator""))

fm = ZZFeatureMap(feature_dimension=NUM_QUBITS, reps=2)

ansatz = RealAmplitudes(num_qubits=NUM_QUBITS, reps=1)

qc = QuantumCircuit(NUM_QUBITS)
qc.append(fm, range(NUM_QUBITS))
qc.append(ansatz, range(NUM_QUBITS))
qnn = VQC(
    num_qubits=NUM_QUBITS,
    quantum_instance=qi,
    feature_map=fm,
    ansatz=ansatz,
    callback=callback,
    optimizer=optimizers.ADAM(maxiter=100),
)
",exp_v06,,vqc_f1eb3b,67,10-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,"The author seems to have a good reason not to use classical reg, since whey are creating a quantum neural network. IDEA: disable when the circuit is used in a more complex API (to be defined, e.g. VQC).",,Quantum neural network,FP,"Unforeseeable circuit usage, as QNN",,,,," disable when the circuit is used in a more complex API (to be defined, e.g. VQC).",,circuit size,,,,,
06_ceb7ad_75,https://github.com/braqiiit/QRealBoost/blob/09b364f55c08e18214871fe928cbe0cbd9ae9179/upload_for/QRealboost/Brest%20Cancer/M_64/QRealBoosting64.py,"j_i = QuantumRegister(2,'j_i')
    k = QuantumRegister(2, 'k')
    qq = QuantumRegister(2, 'qq')
    i_1 = QuantumRegister(1,'i_1')
    qc = QuantumCircuit(j_i, k, qq, i_1, name = 'label j')
    qc.x(j_i[0])
    qc.x(j_i[1])
    qc.cx(j_i[0] ,k[0])
    qc.cx(j_i[1] ,k[1])
    qc.cx(k[0],qq[0])
    qc.cx(k[1],qq[1])
    qc.ccx(qq[0],qq[1],i_1)
    return qc",exp_v06,,qrealboosting64_ceb7ad,75,9-mar-23,codeql_2023-03-08_15-15-36,ql-oversized-circuit,"They are all used, the problem is the missing register modelling. IDEA: add the modelling of the registers. Remember that sometimes a register might be used without index/subscript (e.g. i_j in this case) ",,Domain specific check,FP,Modeling limitation: Gate acting on entire registers,,,,, add the modelling of the registers. Remember that sometimes a register might be used without index/subscript (e.g. i_j in this case) ,,unused bits,,,,,
06_5e751f_193,https://github.com/pratjz/IBM-Quantum-Challenges/blob/4e3a32cfb6e743dab56d994b6c035df43952d45e/4-IBMQ-challenge-fall-2021/topscorers/263220_Alberto%20Maldonado.py,"qr_index = QuantumRegister(index_qubits, ""index"")
        qr_data = QuantumRegister(data_qubits, ""data"")
        qr_f = QuantumRegister(1, ""flag"")
        qc = QuantumCircuit(qr_index, qr_data,qr_f)
        qc.append(constraint_testing(data_qubits, C_max).inverse(),qr_data[:] + qr_f[:]) 
        qc.append(cost_calculation(index_qubits, data_qubits, C1, C2).inverse(),qr_index[:]+qr_data[:])
        ",exp_v06,FALSE,263220_alberto_20maldonado_5e751f,193,9-mar-23,codeql_2023-03-08_15-15-36,ql-oversized-circuit,"Since the circuit gets a subcircuit attached, we cannot track whether those circuits act on which qubits. Moreover some register have parametric size, potentially infinite. IDEA: disable when the circuit has subcircuits. Disable warning also when there is at least an unknow size register.",,,FP,,,,,, disable when the circuit has subcircuits. Disable warning also when there is at least an unknow size register.,,unused qubits,,,,,
08_4347a9_60,https://github.com/gwjacobson/QuantumErrorCorrection/blob/6d8cb6c3ed10399575c562ce76b8131c6f799858/seven_qubit_stabilizer.py,"
    for i in range(0, shots):
        ...
        seven_qc.measure(7,0)
        ...
        seven_qc.initialize([1,0], 7)
        ...
        seven_qc.measure(7,0)


",exp_v08,,seven_qubit_stabilizer_4347a9,60,13-mar-23,codeql_2023-03-13_13-54-00,ql-double-measurement,"there is a double measurment without reinitialization, this might be wanted since we have some c_if operations (this is the stabilizer algo, not so expert with it). IDEA: check that there is no reinitialization between measurements.",There is a reset with initialize between repeated measruements. Which goes undetected.,Steane error correction code (7-qubits),FP,Modeling limitation: initialize() undetected,,,,, check that there is no reinitialization between measurements.,,c_if operation,,,,,
08_6a5da6_34,https://github.com/qifanyyy/JupyterNotebook/blob/20d8df6172906337f81583dabb841d66b8f31857/new_algs/Number%2Btheoretic%2Balgorithms/Shor's%2Balgorithm/testQFT.py,"qc = QuantumCircuit(qr)
qc.x(qr[0])
qc.x(qr[2])
gate = QFT(3,approximation_degree=2)
inv = QFT(3,inverse=True,approximation_degree=2)
qc.append(gate,qargs=qr[:])",exp_v08,,testqft_6a5da6,34,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,The model do not model the addition of unknown gates (e.g. qft via data flow). Thus the detector thinks that qubit 1 is unused. IDEA: support the dataflo and extend to well known functions in qiskit (e.g. QFT). We also do not model the access to the register qr[:].,Cannot reason on added subcircuit which are defined elsewhere.,test of the QFT,FP,Modeling limitation: lack of subcircuit operations in pre-build QFT in Qiskit,,,,, support the dataflo and extend to well known functions in qiskit (e.g. QFT). We also do not model the access to the register qr[:].,,custom gate append ,,,,,
08_5c1db0_45,https://github.com/danielecuomo/IndefiniteCausalOrder/blob/b4f636df538edbe5599d10226c4dbc7390e0c79d/QPT/TomographyEntanglementSwitch.ipynb,"e = QuantumRegister(2, name='e')
q = QuantumRegister(1, name='q')
a = QuantumRegister(2, name='a')
switch = QuantumCircuit(e, q, a, name='$\mathcal{S}$')
switch.h(0)
switch.cnot(0,1)
switch.barrier()
switch.cswap(0,2,3)",exp_v08,,tomographyentanglementswitch_5c1db0,45,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,"We do not handle this case, because we are able to ""infer"" which is the register of a gate operation, only when either we have a single register and a int argument, or we have the register variable used in the gate operation. IDEA: we should disable the warning when we have multiple gates and gates on that circuit which use integer access.",,,FP,Modeling limitation: gate with int representing positions not in the first register.,,,,, we should disable the warning when we have multiple gates and gates on that circuit which use integer access.,,gate register access,,,,,
08_d627bd_51,https://github.com/FredericSauv/qc_optim/blob/d30cd5d55d89a9ce2c975a8f8891395e94e763f0/_old/tests/test_optim_cyclical_simulator.py,"def ansatz_easy(params):         
    """""" Ansatz for which an ideal solution exist""""""
    c = qk.QuantumCircuit(qk.QuantumRegister(1, 'a'), qk.QuantumRegister(1, 'b'),
                          qk.QuantumRegister(1,'c'),qk.QuantumRegister(1,'d'),
                          qk.QuantumRegister(1,'e'),qk.QuantumRegister(1,'f'))
    c.ry(params[0],0)
    c.ry(params[1],1)
    c.ry(params[2],2)
    c.ry(params[3],3)
    c.ry(params[4],4)
    c.ry(params[5],5)",exp_v08,,test_optim_cyclical_simulator_d627bd,51,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,"Similar problem as 08_5c1db0_45 . IDEA: we do should disable the warning when multiple register are there and we have circ.rx(1.234, 0) that acts on a qubit based on the integer index.",,,FP,Modeling limitation: gate with int representing positions not in the first register.,,,,," we do should disable the warning when multiple register are there and we have circ.rx(1.234, 0) that acts on a qubit based on the integer index.",,gate register access,,,,,
08_64a4f6_12,https://github.com/kishan-shanthakumar/Projects/blob/82db9fa2d710772fb9f8849e086f9da44efc1e82/Python/Quantum%20Computing/TRNG.py,"n = 3
q = QuantumRegister(n)
c = ClassicalRegister(n)
circ = QuantumCircuit(q , c)
for j in range(n):
    circ.rx(pi/(2.5+j),q[j])
    ",exp_v08,,trng_64a4f6,12,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,The detector do not see the circ.rx operations becuase it acts on a variable qubit (depneding on the loop). Here we do not unroll this loop. IDEA: unroll this loop by looking the assignment right before it. Unroll only cases where the loop variable n is not touched anymore in between the assignment and the loop.,,,FP,Modeling limitation: loop with parameteric number of iterations,,,,, unroll this loop by looking the assignment right before it. Unroll only cases where the loop variable n is not touched anymore in between the assignment and the loop.,,loop,,,,,
08_606c7a_28,https://github.com/lukasszz/qiskit-exp/blob/ce14d53735870e7b6ace352629eb4049e9cd6740/ibm-challange/max-cut-challange.py,"c1 = q[9]
    circ.cx(q[4], S)
    circ.cx(q[5], S)
    circ.cx(q[6], S)
    circ.ccx(q[4], q[5], c1)",exp_v08,,max_cut_challange_606c7a,28,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,"The gate has been renamed, thus there is a variable in the gate call, this is not supported. IDEA: model the dataflow.",,,FP,Modeling limitation: qubit renamed with a variable,,,,, model the dataflow.,,reg renaming,,,,,
08_37ed3a_10,https://github.com/mustafamrahman/ThreeEntangledQubits2/blob/2565e2257437cea275957199c4db595a468732e4/steps/solution.py,"q = QuantumRegister(3)
    c = ClassicalRegister(3)
    circuit = QuantumCircuit(q, c)
    circuit.h(q[0])
    circuit.cnot(q[0], q[1])  # invisible operations
    circuit.cnot(q[0], q[2])
    circuit.measure(q, c)",exp_v08,FALSE,solution_37ed3a,10,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,The detctor did not model the CNOT gate thus it thought thta some qubits were unused in this circuit. Fixed.,,,FP,,,,,,#N/A,,supported gates,,,,,
08_4748e2_13,https://github.com/DGAguado/DGAVFTHackathonMadrid/blob/f36e72cb1e5c6fc6b8f60a95716fbbf6bc0835f7/levels/3qubit.py,"qreg_q = QuantumRegister(3, 'q')
    creg_c = ClassicalRegister(3, 'c')
    circuit = QuantumCircuit(qreg_q, creg_c)
    circuit.barrier(qreg_q[0])
    circuit.barrier(qreg_q[1])
    circuit.barrier(qreg_q[2])
    circuit.y(qreg_q[0])
    circuit.ccx(qreg_q[2], qreg_q[0], qreg_q[1])
    circuit.h(qreg_q[0])
    circuit.measure(qreg_q[1], creg_c[1])",exp_v08,FALSE,3qubit_4748e2,13,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,The detctor did not model the CCX gate correctly missing the first gate. Fixed.,,,FP,,,,,,#N/A,,supported gates,,,,,
08_ff6131_117,https://github.com/noahmaasaw/nqubitgrovers/blob/62bcf46ccc400775622a9204c2311eccabcb75e9/n_qubit_grovers_algorithm.py,"    qc = QuantumCircuit(q,q)
    pi = math.pi
    qr = QuantumRegister(q, 'qc')
    qc.add_register(qr)
    qc.qregs

    cr = ClassicalRegister(4 , 'cr')
    qc.add_register(cr)
    ...
    for i in range(0, q%(q-3), 4):
        qc.measure(qr[i], cr[i])
        qc.measure(qr[i+1], cr[i+1])
        qc.measure(qr[i+2], cr[i+2])
        qc.measure(qr[i+3], cr[i+3])
    qc.measure_all()
    job = execute(qc, backend, shots=shots)",exp_v08,,n_qubit_grovers_algorithm_ff6131,117,24-mar-23,codeql_2023-03-20_19-13-27,ql-measure-all-abuse,They use measure_all when they have already a bit to measure. They also run the simulator.,"The measure to the correct classical register, but then they also measure all, thus doubling the output for no reasons.","They run grover algo and they want to submit the job to the IBMQ cloud without monitoring it in code, thus they want to inspect the result there.",TP,Measure all generates a twice as long output (Grover algo),,,,,,,measure_all,,,,,
08_1f5bf5_13,https://github.com/ArfatSalman/qc-test/blob/9ec9efff192318b71e8cd06a49abc676196315cb/warnings/program_pairs/01_6e8363/followup_6e8363d301e44b0c833f51d6918af826.py,"qr_qr = QuantumRegister(3, name='qr_qr')
cr_qr = ClassicalRegister(3, name='cr_qr')
qc = QuantumCircuit(qr_qr, cr_qr, name='qc')
qc.append(RCCXGate(), qargs=[qr_qr[1], qr_qr[0], qr_qr[2]], cargs=[])",exp_v08,,followup_6e8363d301e44b0c833f51d6918af826_1f5bf5,13,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,Copy of MorphQ repo. IDEA: black list ArfatSalman/qc-test . Missing supporting gate of MORPHQ. IDEA: add all the morphq gates.,,,FP,Modeling limitation: Gate missing CRXXGate,,,,, black list ArfatSalman/qc-test . Missing supporting gate of MORPHQ. IDEA: add all the morphq gates.,,supported gates,,,,,
08_ceb7ad_841,https://github.com/braqiiit/QRealBoost/blob/09b364f55c08e18214871fe928cbe0cbd9ae9179/upload_for/QRealboost/Brest%20Cancer/M_64/QRealBoosting64.py,"qr_xi = QuantumRegister(6, 'xi')
    qr_Dti = QuantumRegister(4, 'dti')
    qr_final_rot = QuantumRegister(1,  'final_rot')
    qc = QuantumCircuit(qr_xi, qr_Dti, qr_final_rot)#cr)
    qc.h(qr_xi) 
   ...
   Oh_Dbk_custom_new(qc,qr_xi,listofqubits,listofydj)
   qc = qc.compose(rot_circuit(),[qr_Dti[0],qr_Dti[1],qr_Dti[2],qr_Dti[3],qr_final_rot[0]])",exp_v08,,qrealboosting64_ceb7ad,841,13-mar-23,codeql_2023-03-13_13-54-00,ql-oversized-circuit,"We have a circuit which is passed as argument to an unknown function, which probably adds operations we are not aware of. IDEA: disable the warnings every time the circuit goes to an known function, it could change its state without us knowing it. This is also used as subcircuit, thus it might be fine as well to have circuit without used qubits in a subcircuit. We could use this as another thing to check to disable the warning.",,,FP,Modeling limitation: lack of subcircuit operations *,,,,," disable the warnings every time the circuit goes to an known function, it could change its state without us knowing it. This is also used as subcircuit, thus it might be fine as well to have circuit without used qubits in a subcircuit. We could use this as another thing to check to disable the warning.",,unused qubits,,,,,
06_943e31_171,https://github.com/AlexsashaV4/bachelor_thesis_QEC/blob/d7b731fec1abc3dec6b73ea3a1677031db44fcad/QEC_Simulations/3Bit_flip_QECC.py,"def Circuit(p_error, err=0):
       qc_3qx = QuantumCircuit(3)
        ...
        qc_3qx.measure([0,1,2],[2,3,4])

for n , prob in enumerate(probs):
    print(""n:"", n +1, ""prob:"", prob)
    for i in range(N):
        qc_err_on = Circuit(prob,0)",exp_v06,,3bit_flip_qecc_943e31,171,16-mar-23,codeql_2023-03-09_12-18-15,ql-double-measurement,Not considering initialized circuit between consecutive measurments of different iterations of a loop.,,,FP,Modeling limitation: lack of subcircuit operations,,,,,#N/A,,measure + loop,,,,,
08_607e79_1641,https://github.com/unitaryfund/mitiq/blob/caa9b67dcc3fe5e0d998f21350df57a832eddfc7/mitiq/zne/scaling/tests/test_folding.py,"gate = Operator([[0.0, 1.0], [-1.0, 0.0]])
    qreg = QuantumRegister(1)
    circ = QuantumCircuit(qreg)
    circ.unitary(gate, [0])",exp_v08,,test_folding_607e79,1641,18-mar-23,codeql_2023-03-17_19-08-02,ql-oversized-circuit,"The gate is added as an operator, thus it is not detected. IDEA: add Operators in our modeling, at least for a single qubit.",,,FP,Modeling limitation: no Operator abstraction,,,,," add Operators in our modeling, at least for a single qubit.",,gate,,,,,
08_8a85ae_6,https://github.com/sudo-gera/c/blob/3d7ae9e2015a8cfeb66b00d8486e98dd5c2d4ea7/quant.py,"svsim = Aer.get_backend('statevector_simulator') # Tell Qiskit how to simulate our circuit
qc = QuantumCircuit(1)  # Create a quantum circuit with one qubit
initial_state = [0,1]   # Define initial_state as |1>
qc.initialize(initial_state, 0) # Apply initialisation operation to the 0th qubit
qobj = assemble(qc)     # Create a Qobj from the circuit for the simulator to run
result = svsim.run(qobj).result() # Do the simulation and return the result
out_state = result.get_statevector()",exp_v08,,quant_8a85ae,6,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,"The intent is measureing the state vector, thus no measurement is inserted. IDEA: disable the unmeasureble warning if there is a get_statevector call.",,The user wants to inspect circuit state via Statevector,FP,Query Limitation: not consider statevector inspection intent,,,,yes, disable the unmeasureble warning if there is a get_statevector call.,,measure,,,,,
08_60662b_29,https://github.com/hlammiv/z2_matter_qc/blob/ab7ee15c140da6a564acec9542fa845c5247a409/pauli_twirling/test.py,"qc = QuantumCircuit(5)
    qc.cx(0, 1)
    qc.cx(2, 3)
    qc2 = QuantumCircuit(5)
    pairs = [(0, 1), (2, 3)]
    qc2 = circuit_twirling.paulitwirling.twirl_hard_cycle(qc2,5,pairs)
    if Operator(qc2).equiv(qc):",exp_v08,,test_60662b,29,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,"here the intent is to check if two circuits are equivalent, thus we need no measurement. IDEA: disable the check when there is an equivalence check.",,Testing intent.,FP,Query Limitation: not consider testing intent,,,,, disable the check when there is an equivalence check.,,equivalence / test,,,,,
08_374dda_38,https://github.com/cda-tum/ddsim/blob/236821f556492dc3cce2c6d528626a1f08423a8a/test/python/taskbasedsimulator/test_path_sim_standalone_simulator.py,"circ = QuantumCircuit(3)
        circ.h(0)
        circ.cx(0, 1)
        circ.cx(0, 2)

        sim = ddsim.PathCircuitSimulator(circ, seed=1337)
        result = sim.simulate(1000)
        assert len(result.keys()) == self.nonzero_states_ghz
        assert ""000"" in result
        assert ""111"" in result",exp_v08,,test_path_sim_standalone_simulator_374dda,38,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,The circuit communitcates with another library. Not supported.,,Use of external library.,FP,Modeling limitation: External library for simulation.,,,,,#N/A,,other library,,,,,
08_f69113_122,https://github.com/cda-tum/ddsim/blob/236821f556492dc3cce2c6d528626a1f08423a8a/test/python/generate_benchmarks.py,"q = QuantumRegister(n, ""q"")
    psi = QuantumRegister(1, ""psi"")
    c = ClassicalRegister(n + 1, ""c"")
    qc = QuantumCircuit(q, psi, c, name=""qpe_exact"")",exp_v08,,generate_benchmarks_f69113,122,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,The unknown size registers lead us to wrong conclusions. IDEA: disable warnings with register of unknown size.,,Parametric register size.,FP,Modeling limitation: Register with parametric size,,,,, disable warnings with register of unknown size.,,unknown register size,,,,,
08_b86c86_35,https://github.com/cda-tum/ddsim/blob/236821f556492dc3cce2c6d528626a1f08423a8a/ddsim.ipynb,"circ = QuantumCircuit(3)
circ.h(0)
circ.cx(0, 1)
circ.cx(0, 2)
circ.measure_all()
",exp_v08,,ddsim_b86c86,35,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,"measure_all adds a new register. IDEA: disable this warning when there is a measure all on the same circuit,",,Implicit addition of classicla registers with measure all.,FP,Query Limitation: not consider measure_all,,,,," disable this warning when there is a measure all on the same circuit,",,measure_all,,,,,
08_665506_520,https://github.com/unitaryfund/mitiq/blob/dfc4616ba4876abec1c2812bad8cdb1910c23b42/mitiq/pec/tests/test_pec.py,"qreg = qiskit.QuantumRegister(1)
    circuit = qiskit.QuantumCircuit(qreg)
    _ = circuit.x(qreg)",exp_v08,,test_pec_665506,520,18-mar-23,codeql_2023-03-17_19-08-02,ql-oversized-circuit,The gate operate on an entire register (of size 1). IDEA: model when a register with size one is used as argument.,,,FP,Modeling limitation: Gate acting on entire registers,,,,, model when a register with size one is used as argument.,,gate,,,,,
08_ea07b8_146,https://github.com/Qiskit/platypus/blob/18a7ff5748dbdb74d075b15fa9b49cd81a34f1e8/translations/ja/ch-applications/qaoa.ipynb,"qc_qaoa = QuantumCircuit(nqubits)
qc_qaoa.append(qc_0, [i for i in range(0, nqubits)])
qc_qaoa.append(qc_p, [i for i in range(0, nqubits)])
qc_qaoa.append(qc_mix, [i for i in range(0, nqubits)])",exp_v08,,qaoa_ea07b8,146,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,"We do not mode the addition of gates with iterator indices. IDEA: limitation, not supported. Or support simple list comprehension. Probaly too much.",,"QAOA algo for didactic purposes, no need to run.",FP,Didactic reasons.,,,,," limitation, not supported. Or support simple list comprehension. Probaly too much.",,gate,,,,,
00_cc39a4_55,https://github.com/Glowman554/quantum-goodnes/blob/c474b958c132ac242221206d66be2e1e5006f171/python/Pytorch%20Hybrid%20Network.py,"def run(self, thetas):
        job = qiskit.execute(self._circuit, 
                             self.backend, 
                             shots = self.shots,
                             parameter_binds = [{self.theta: theta} for theta in thetas])",exp_v00,,pytorch_20hybrid_20network_cc39a4,55,20-mar-23,,qsmell-nc,They use parameter_binds which is not recognised. IDEA: recognize parameter_binds. Detect only run and execute from the qiskit library.,,,FP,,,,,, recognize parameter_binds. Detect only run and execute from the qiskit library.,,bind_parameters,,,,,
00_1ac07d_21,https://github.com/ethanlee515/Hamiltonian-simulation-formalization/blob/1c2f88fa848472c9821957f57c2d147213c0e905/tests/simulate-qasm.py,"# Execute the circuit on the qasm simulator
job = simulator.run(compiled_circuit, shots=1000)
result = job.result()",exp_v00,,simulate_qasm_1ac07d,21,20-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_f4aa6a_35,https://github.com/lanl/Quantum-Telecloning/blob/783d854083cc01f52cdcf3f2124bb2b8cd1cffa0/classical_simulation_code/run_classical_feed_forward_Qiskit_local_APCC.py,"tomography_circuits = parallel_qubit_state_tomography_general(clone_indices, copy.deepcopy(qc_tc), angle_ry, angle_rz)
        job = backend.run(tomography_circuits, shots=N_shots)
        result = job.result()",exp_v00,,run_classical_feed_forward_qiskit_local_apcc_f4aa6a,35,20-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
